,id,trait,sample_size,nsnp,year,consortium,author,note,group_name,mr,sex,pmid,priority,population,unit,build,category,subcategory,ontology,ncase,ncontrol,sd
22679,ebi-a-GCST005349,Total body bone mineral density (age over 60),22504,11932096,2018,NA,Medina-Gomez C,NA,public,1,NA,29304378,0,Mixed,NA,HG19/GRCh37,NA,NA,NA,NA,NA,NA
22680,ukb-b-8463,Back pain for 3+ months,117404,9851867,2018,MRC-IEU,Ben Elsworth,3571: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,80588,36816,NA
22691,bbj-a-146,Pollinosis,212453,8885805,2019,NA,Ishigaki K,NA,public,1,Males and Females,NA,0,East Asian,NA,HG19/GRCh37,Binary,NA,NA,5746,206707,NA
22698,ukb-d-C3_PROSTATE,Malignant neoplasm of prostate,361194,12453833,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,6321,354873,NA
22719,ukb-d-O02,Diagnoses - main ICD10: O02 Other abnormal products of conception,361194,9470568,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1106,360088,NA
22730,bbj-a-24,High-density-lipoprotein cholesterol,70657,6108953,2019,NA,Ishigaki K,NA,public,1,Males and Females,29403010,0,East Asian,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
22744,met-c-860,Glutamine,24462,11976419,2016,NA,Kettunen,SD value comes from the original untransformed distribution of the ERF cohort,public,1,Males and Females,27005778,1,European,SD,HG19/GRCh37,Metabolites,Amino acid,NA,NA,NA,0.16
22766,ukb-b-8670,PCT responsible for patient data: KNOWSLEY PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41229#5J4: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1017,461993,NA
22774,ukb-b-16077,Sprouts intake,64949,9851867,2018,MRC-IEU,Ben Elsworth,104310: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
22792,ukb-b-3402,PCT responsible for patient data: RICHMOND AND TWICKENHAM PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41229#5M6: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1763,461247,NA
22799,ukb-b-17043,PCT where patients GP was registered: OXFORD CITY PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41230#5DW: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2017,460993,NA
22801,ieu-a-999,Body fat,100716,3228665,2016,NA,Lu,89% European. SD value corresponds to original distribution,public,1,Males and Females,26833246,1,European,SD (%),HG19/GRCh37,Risk factor,Anthropometric,NA,NA,NA,6.81
22802,ukb-b-20162,Diagnoses - main ICD10: R33 Retention of urine,463010,9851867,2018,MRC-IEU,Ben Elsworth,41202#R33: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2106,460904,NA
22806,ukb-d-ASTHMA_HOSPITAL1,"Asthma, hospital admissions 1",361194,10438296,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1986,359208,NA
22816,ukb-b-471,Diagnoses - main ICD9: 6262 Excessive or frequent menstruation,463010,9851867,2018,MRC-IEU,Ben Elsworth,41203#6262: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1374,461636,NA
22820,ukb-b-14285,Types of spreads/sauces consumed: White/cream sauce,64949,9851867,2018,MRC-IEU,Ben Elsworth,20088#348: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1416,63533,NA
22824,ukb-b-17859,3mm asymmetry index (left),94008,9851867,2018,MRC-IEU,Ben Elsworth,5156: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
22830,ukb-b-1004,Added milk to espresso,64949,9851867,2018,MRC-IEU,Ben Elsworth,100320: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
22836,ukb-d-20090_367,Type of fat/oil used in cooking: Low fat olive spread for,51427,9527194,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1149,50278,NA
22838,met-d-S_VLDL_C,Cholesterol in small VLDL,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
22847,ukb-b-5369,"Diagnoses - main ICD10: K40.9 Unilateral or unspecified inguinal hernia, without obstruction or gangrene",463010,9851867,2018,MRC-IEU,Ben Elsworth,41202#K409: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,11789,451221,NA
22859,ukb-b-6891,Number of triplets attempted (left),150110,9851867,2018,MRC-IEU,Ben Elsworth,4269: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
22875,ukb-b-13803,Operative procedures - main OPCS: J18.3 Total cholecystectomy NEC,463010,9851867,2018,MRC-IEU,Ben Elsworth,41200#J183: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,10361,452649,NA
22886,bbj-a-131,Keloid,212453,8885805,2019,NA,Ishigaki K,NA,public,1,Males and Females,NA,0,East Asian,NA,HG19/GRCh37,Binary,NA,NA,812,211641,NA
22900,ukb-a-408,Current employment status: Doing unpaid or voluntary work,336252,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,12407,323845,NA
22901,met-d-L_VLDL_TG_pct,Triglycerides to total lipids ratio in large VLDL,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
22913,ukb-b-12984,Treatment/medication code: beclazone 50 inhaler,462933,9851867,2018,MRC-IEU,Ben Elsworth,20003#1140862476: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1319,461614,NA
22914,ukb-b-6873,PCT responsible for patient data: WESTERN CHESHIRE PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41229#5NN: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1128,461882,NA
22916,ukb-b-15860,Operative procedures - main OPCS: H22.9 Unspecified diagnostic endoscopic examination of colon,463010,9851867,2018,MRC-IEU,Ben Elsworth,41200#H229: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,24252,438758,NA
22921,ukb-b-3855,Attendance/disability/mobility allowance: None of the above,459354,9851867,2018,MRC-IEU,Ben Elsworth,6146#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,432343,27011,NA
22924,bbj-a-109,Congestive heart failure,212453,8885805,2019,NA,Ishigaki K,NA,public,1,Males and Females,NA,0,East Asian,NA,HG19/GRCh37,Binary,NA,NA,9413,203040,NA
22925,ukb-b-13405,"Forced expiratory volume in 1-second (FEV1), predicted percentage",148653,9851867,2018,MRC-IEU,Ben Elsworth,20154: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
22938,ukb-b-337,Pure fruit/vegetable juice intake,64949,9851867,2018,MRC-IEU,Ben Elsworth,100210: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
22939,ieu-a-56,Hip circumference,123904,2467409,2015,GIANT,Shungin D,Adjusted for BMI,public,1,Females,25673412,11,Mixed,SD (cm),HG19/GRCh37,Risk factor,Anthropometric,NA,NA,NA,8.4548
22962,ukb-a-546,Diagnoses - main ICD10: K22 Other diseases of oesophagus,337199,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,3460,333739,NA
22969,ukb-b-139,Other sweets intake,64949,9851867,2018,MRC-IEU,Ben Elsworth,102380: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
22977,met-d-S_HDL_C,Cholesterol in small HDL,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
22983,ukb-b-13080,Operative procedures - main OPCS: A73.5 Injection of therapeutic substance around peripheral nerve,463010,9851867,2018,MRC-IEU,Ben Elsworth,41200#A735: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1018,461992,NA
22987,ukb-b-16862,Main speciality of consultant (recoded): Respiratory medicine,461173,9851867,2018,MRC-IEU,Ben Elsworth,41245#1800: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,7643,453530,NA
22997,ebi-a-GCST008025,Body mass index,21955,34343880,2019,NA,Wojcik GL,NA,public,1,NA,31217584,0,Hispanic or Latin American,NA,HG19/GRCh37,NA,NA,NA,NA,NA,NA
23007,ukb-b-9369,Diagnoses - secondary ICD10: J22 Unspecified acute lower respiratory infection,463010,9851867,2018,MRC-IEU,Ben Elsworth,41204#J22: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2514,460496,NA
23012,ukb-b-13231,Place of birth in UK - east co-ordinate,434576,9851867,2018,MRC-IEU,Ben Elsworth,130: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
23048,ukb-b-14057,"Non-cancer illness code, self-reported: hypertension",462933,9851867,2018,MRC-IEU,Ben Elsworth,20002#1065: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,119731,343202,NA
23054,ukb-d-22601_32313110,"Job coding: community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",89866,9360588,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1039,88827,NA
23066,ukb-b-15122,Maximum digits remembered correctly,48189,9851867,2018,MRC-IEU,Ben Elsworth,4282: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
23067,ukb-a-118,Treatment/medication code: isosorbide mononitrate,337159,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,1107,336052,NA
23077,ieu-a-803,PGC cross-disorder traits,61220,1249700,2013,PGC,Smoller JW,PGC (psychiatric genomics consortium),public,1,Males and Females,23453885,1,European,log odds,HG19/GRCh37,Disease,Psychiatric / neurological,NA,33332,27888,NA
23094,ukb-d-N30,Diagnoses - main ICD10: N30 Cystitis,361194,10163237,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1575,359619,NA
23108,ukb-d-4849_0,"Hearing test done: No, I am unable to do this",119880,9767519,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1330,118550,NA
23111,ukb-b-4961,Beer/cider intake,64949,9851867,2018,MRC-IEU,Ben Elsworth,100710: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
23133,ukb-b-2854,Diagnoses - secondary ICD10: W19.9 Unspecified place,463010,9851867,2018,MRC-IEU,Ben Elsworth,41204#W199: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2506,460504,NA
23138,ukb-a-573,Diagnoses - main ICD10: N19 Unspecified renal failure,337199,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,126,337073,NA
23149,ukb-d-20079_6,Day-of-week questionnaire completion requested: Saturday,51427,13055796,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,8844,42583,NA
23151,ukb-d-4294_0,Final attempt correct: no,119729,11888016,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,4581,115148,NA
23153,ukb-d-20441,Ever had prolonged loss of interest in normal activities,117727,13571568,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,46330,71397,NA
23163,ukb-b-12217,Unsalted nuts intake,64949,9851867,2018,MRC-IEU,Ben Elsworth,102440: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
23165,ukb-b-4206,Age when last used oral contraceptive pill,180068,9851867,2018,MRC-IEU,Ben Elsworth,2804: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
23188,ukb-b-13246,Childhood sunburn occasions,346955,9851867,2018,MRC-IEU,Ben Elsworth,1737: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
23189,ukb-b-11780,Operative procedures - secondary OPCS: Q18.9 Unspecified diagnostic endoscopic examination of uterus,463010,9851867,2018,MRC-IEU,Ben Elsworth,41210#Q189: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,5758,457252,NA
23196,ieu-b-25,Cigarettes per Day,337334,11913712,2019,GWAS and Sequencing Consortium of Alcohol and Nicotine use,"Liu, M",NA,public,1,Males and Females,30643251,1,European,NA,HG19/GRCh37,Continuous,Behavioural,NA,NA,NA,NA
23203,ukb-b-10586,Treatment/medication code: calcichew 1.25g chewable tablet,462933,9851867,2018,MRC-IEU,Ben Elsworth,20003#1140870856: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1005,461928,NA
23209,ukb-b-19716,Menstruating today,67057,9851867,2018,MRC-IEU,Ben Elsworth,3720: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,10073,56984,NA
23239,ukb-b-4650,Comparative body size at age 10,454718,9851867,2018,MRC-IEU,Ben Elsworth,1687: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
23241,bbj-a-16,Chloride,126402,6108953,2019,NA,Ishigaki K,NA,public,1,Males and Females,29403010,0,East Asian,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
23247,ukb-d-I9_CONDUCTIO,Conduction disorders,361194,9383754,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1055,360139,NA
23264,ukb-a-12,Nap during day,337074,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,NA,NA,NA
23277,ukb-b-676,Operative procedures - secondary OPCS: J43.9 Unspecified diagnostic endoscopic retrograde examination of bile duct and pancreatic duct,463010,9851867,2018,MRC-IEU,Ben Elsworth,41210#J439: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1029,461981,NA
23281,met-d-DHA,Docosahexaenoic acid,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
23282,met-c-923,Triglycerides in small HDL,21558,11871440,2016,NA,Kettunen,S.HDL.TG; SD value comes from the original untransformed distribution of the ERF cohort,public,1,Males and Females,27005778,1,European,SD,HG19/GRCh37,Metabolites,Lipid,NA,NA,NA,0.61
23283,ukb-a-183,Treatment/medication code: seretide 50 evohaler,337159,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,3961,333198,NA
23285,ukb-b-5867,Intake of artificial sweetener added to tea,64949,9851867,2018,MRC-IEU,Ben Elsworth,100500: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
23294,met-d-M_HDL_C,Cholesterol in medium HDL,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
23296,ukb-b-17398,Treatment/medication code: oxytetracycline,462933,9851867,2018,MRC-IEU,Ben Elsworth,20003#1140873548: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1352,461581,NA
23299,ukb-a-187,Treatment/medication code: spiriva 18micrograms inhalation capsule,337159,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,486,336673,NA
23304,ukb-d-1468_1,"Cereal type: Bran cereal (e.g. All Bran, Branflakes)",299898,13584943,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,50609,249289,NA
23308,ukb-b-2160,Diagnoses - main ICD10: C61 Malignant neoplasm of prostate,463010,9851867,2018,MRC-IEU,Ben Elsworth,41202#C61: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,3436,459574,NA
23314,ukb-d-M13_SOFTTISSUENAS,Other specified/unspecified soft tissue disorders,361194,11108101,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,2930,358264,NA
23321,met-d-LDL_L,Total lipids in LDL,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
23332,ukb-b-13639,Operative procedures - main OPCS: H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,463010,9851867,2018,MRC-IEU,Ben Elsworth,41200#H289: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1454,461556,NA
23352,ukb-b-4710,Number of days/week of moderate physical activity 10+ minutes,440266,9851867,2018,MRC-IEU,Ben Elsworth,884: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
23359,ukb-b-10591,Chest pain or discomfort,458012,9851867,2018,MRC-IEU,Ben Elsworth,2335: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,73061,384951,NA
